name,publisher,vgchartz_score,critic_score,user_score,total_shipped,total_sales,release_date,genre,release_year
Last Stand,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1999-05-27,Role-Playing,1999
Code Vein,Namco Bandai Games,7.3,7.2,8.1,5066328.0,340568.42,2019-09-27,Action,2019
Gregory Horror Show,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2003-12-05,Adventure,2003
Transformer: Rise of the Dark Spark,Activision,7.3,7.2,8.1,5066328.0,230000.0,2014-06-24,Shooter,2014
Don't Call Me Skyfish,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-07-08,Platform,2011
Final Fantasy XII: The Zodiac Age,Square Enix,7.3,7.2,8.1,1200000.0,340568.42,2017-07-11,Role-Playing,2017
X-Men 2: Clone Wars,Sega,7.3,7.2,8.1,5066328.0,340568.42,1995-01-01,Action,1995
Rengoku II: The Stairway to H.E.A.V.E.N.,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2010-03-25,Action,2010
World Tour Soccer 2005,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,160000.0,2004-04-14,Sports,2004
FaceBreaker K.O. Party ,Electronic Arts,6.5,6.7,8.1,5066328.0,220000.0,2008-11-11,Fighting,2008
Adventurer Pets HD,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-12-06,Action,2008
Kappa no Kai-Kata: Katan Daibouken,Konami,7.3,7.2,8.1,5066328.0,340568.42,2005-03-17,Action,2005
Need for Speed: Payback,Electronic Arts,7.3,5.8,8.1,5066328.0,2180000.0,2017-11-10,Racing,2017
Assassin's Creed II,Ubisoft,7.3,8.5,8.1,5066328.0,540000.0,2010-03-09,Action,2010
Honor in Vengeance II,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-08-04,Action,2011
Conquest: Frontier Wars,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2001-08-14,Strategy,2001
Bomberman Online,Sega,7.3,8.4,8.1,5066328.0,340568.42,2001-10-30,Puzzle,2001
Puzzle Iroiro: Gekkan Crossword House Vol. 4,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-09-02,Puzzle,2009
Bomberman 64 (Japan),Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2001-12-20,Puzzle,2001
Bleach: Heat the Soul 3,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,70000.0,2006-07-20,Fighting,2006
Crayon Shin-Chan: Ora to Shiro ha Otomodachi Dayo,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1993-04-09,Platform,1993
Sportsmans Pack 2-in-1,Activision,7.3,7.2,8.1,5066328.0,340568.42,2005-08-15,Sports,2005
Dragon Quest XI: Echoes of an Elusive Age,Square Enix,7.3,9.5,8.1,5066328.0,2040000.0,2018-09-04,Role-Playing,2018
Bassmasters 2000,THQ,7.3,7.2,8.1,5066328.0,140000.0,1999-12-16,Sports,1999
Sega Ages 2500 Series Vol. 21: SDI & Quartett - Sega System 16 Collection,Sega,7.3,7.2,8.1,5066328.0,340568.42,2005-10-27,Misc,2005
Kirby's Dream Course,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2013-05-23,Misc,2013
Arcade Smash Hits,Sega,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Misc,1992
Cel Damage,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2014-04-22,Misc,2014
Maximo vs Army of Zin,Capcom,7.3,7.2,8.1,5066328.0,210000.0,2004-01-20,Platform,2004
Onimusha 2: Samurai's Destiny,Capcom,7.3,8.5,8.1,2100000.0,340568.42,2002-08-28,Adventure,2002
SMASHELL,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-18,Platform,2008
Binary Domain,Sega,8.1,7.2,8.1,5066328.0,330000.0,2012-02-28,Action,2012
Super Monkey Ball: Step & Roll,Sega,7.3,6.0,8.1,5066328.0,390000.0,2010-02-09,Action,2010
Scripps Spelling Bee,THQ,7.3,7.2,8.1,5066328.0,150000.0,2010-09-28,Simulation,2010
Talkman Travel: Tokyo,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2008-08-06,Misc,2008
Saka-Tsuku DS: Touch and Direct,Sega,7.3,7.2,8.1,5066328.0,230000.0,2008-11-20,Sports,2008
Avatar Run,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-01-02,Action,2010
Policenauts Pilot Disc,Konami,7.3,7.2,8.1,5066328.0,340568.42,1995-04-21,Misc,1995
BeatMania IIDX 15: DJ Troopers,Konami,7.3,7.2,8.1,5066328.0,30000.0,2008-12-18,Simulation,2008
Battlefield Vietnam,Electronic Arts,7.3,8.5,8.1,1360000.0,340568.42,2004-03-16,Shooter,2004
Dragon Warrior,Nintendo,7.3,7.2,8.1,2000000.0,340568.42,1989-08-01,Role-Playing,1989
Chibi Maruko-Chan: Waku Waku Shopping,Namco,7.3,7.2,8.1,5066328.0,340568.42,1992-01-14,Puzzle,1992
Total War: Shogun 2 - Fall of the Samurai,Sega,7.3,7.2,8.1,5066328.0,200000.0,2012-03-23,Strategy,2012
Family Party: 30 Great Games Obstacle Arcade,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2012-12-04,Sports,2012
Math Gardener,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-07-20,Misc,2009
The Munchables,Namco Bandai,7.3,8.0,8.1,5066328.0,180000.0,2009-05-26,Action,2009
Uniracers,Nintendo,7.3,7.2,8.1,300000.0,340568.42,1994-12-01,Racing,1994
X-Scape,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2010-05-31,Action,2010
Dreams of Witchtown,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-01-13,Role-Playing,2010
Devil May Cry 3: Dante's Awakening Special Edition,Capcom,7.3,8.8,8.6,1000000.0,340568.42,2006-01-24,Action,2006
NCAA Football 99,EA Sports,7.3,7.2,8.1,5066328.0,1060000.0,1998-08-01,Sports,1998
Games Explosion!,THQ,7.3,4.0,8.1,5066328.0,20000.0,2006-08-15,Action,2006
Super Racing,Sega,7.3,7.2,8.1,5066328.0,340568.42,1988-07-02,Racing,1988
Wanted,Sega,7.3,7.2,8.1,5066328.0,340568.42,1989-01-01,Action,1989
Tenkaichi Bushi: Keru Naguru,Namco,7.3,7.2,8.1,5066328.0,340568.42,1989-07-21,Role-Playing,1989
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,Hudson Soft,7.3,7.2,8.1,5066328.0,30000.0,2011-04-21,Role-Playing,2011
Ninku: Tsuyokina Yatsura No Daigekitotsu!,Sega,7.3,7.2,8.1,5066328.0,340568.42,1996-02-02,Fighting,1996
Ape Escape Academy,Sony Computer Entertainment,7.3,5.3,8.1,5066328.0,330000.0,2006-01-17,Party,2006
God Eater 2: Rage Burst,Namco Bandai Games,7.3,7.2,8.1,5066328.0,440000.0,2016-10-01,Role-Playing,2016
Ape Escape 2,Ubisoft,7.3,8.0,8.1,5066328.0,630000.0,2003-06-30,Platform,2003
Dungeons & Dragons: Neverwinter Nights - Complete,Atari,7.3,7.2,8.1,5066328.0,10000.0,2011-11-15,Misc,2011
Flow: Urban Dance Uprising,Ubisoft,7.3,7.2,8.1,5066328.0,40000.0,2005-11-15,Misc,2005
Pinball Heroes: Pain Downtown,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2009-11-11,Puzzle,2009
Inspector Gadget,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1993-12-01,Platform,1993
Kinetic Connection,Sega,7.3,7.2,8.1,5066328.0,340568.42,1991-03-29,Puzzle,1991
World Stadium 2,Namco,7.3,7.2,8.1,5066328.0,450000.0,1998-04-29,Sports,1998
Rezel Cross,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,10000.0,2007-09-06,Role-Playing,2007
Bishoujo Senshi Sailor Moon: Sailor Stars Fuwa Fuwa Panic 2,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1996-09-27,Puzzle,1996
THE iDOLM@STER: Stella Stage,Namco Bandai Games,7.3,7.2,8.1,5066328.0,30000.0,2017-12-21,Misc,2017
Bleach DS 4th: Flame Bringer,Sega,7.3,7.2,8.1,5066328.0,30000.0,2009-08-06,Action,2009
The Fancy Pants Adventures,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2011-04-19,Platform,2011
Dancing with the Stars,Activision,7.3,7.2,8.1,5066328.0,160000.0,2007-10-23,Misc,2007
Saints Row,THQ,7.3,8.0,8.1,2000000.0,340568.42,2006-08-29,Action,2006
Mickey to Donald Magical Adventure 3,Capcom,7.3,7.2,8.1,5066328.0,340568.42,1995-12-08,Platform,1995
Dragon Zakura DS,Electronic Arts,7.3,7.2,8.1,5066328.0,10000.0,2007-03-08,Misc,2007
The Invincible Iron Man,Activision,7.3,6.4,8.1,5066328.0,40000.0,2002-12-15,Action,2002
Resident Evil 4,Capcom,7.3,9.6,9.3,2300000.0,340568.42,2005-10-25,Action,2005
Moto Racer,Electronic Arts,7.3,7.2,8.1,8000000.0,340568.42,1997-09-03,Racing,1997
Power Instinct,Atlus,7.3,7.2,8.1,5066328.0,340568.42,1994-12-01,Fighting,1994
Dragon Quest X: Inishie no Ryuu no Denshou Online,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2015-04-30,MMO,2015
Brunswick Circuit Pro Bowling 3D,THQ,7.3,7.2,8.1,5066328.0,340568.42,1998-09-30,Sports,1998
Jake's Discount Video Game,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-01-04,Platform,2010
DoubleVision,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-02-27,Puzzle,2009
Imakara Hajimeru Facening: Kao Tora-Mini 5 - Kao no Refresh Course,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-09-09,Misc,2009
Resident Evil: Survivor 2 - Code: Veronica,Capcom,7.3,4.2,8.1,5066328.0,340568.42,2002-02-08,Shooter,2002
Wrecking Crew (FDS),Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1989-02-03,Platform,1989
F-Zero GX,Nintendo,7.3,8.4,8.1,5066328.0,650000.0,2003-08-26,Racing,2003
Rugrats: Castle Capers,THQ,7.3,7.2,8.1,5066328.0,460000.0,2001-09-24,Action,2001
Famicom Mukashi Banashi: Shin Oniga Shima - Zenpen (FDS),Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1987-09-04,Adventure,1987
Prototype: Biohazard Bundle,Activision,7.3,7.2,8.1,5066328.0,170000.0,2016-10-11,Action,2016
The Sims 2: Nightlife,Electronic Arts,7.3,7.5,8.1,5066328.0,1270000.0,2005-09-13,Simulation,2005
Weapon of Choice,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-12-12,Action,2008
Fullmetal Alchemist 3: Kami o Tsugu Shoujo,Square Enix,7.3,7.2,8.1,80000.0,340568.42,2005-07-21,Role-Playing,2005
BeyBlade Fighting Tournament,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2000-08-11,Action,2000
The Final Round,Konami,7.3,7.2,8.1,5066328.0,70000.0,1996-08-31,Sports,1996
Simple Characters 2000 Series Vol. 05: Highschool Kimengumi: The Table Hockey,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2001-12-20,Sports,2001
Sword of Mana,Nintendo,7.3,7.2,8.1,280000.0,340568.42,2003-12-01,Role-Playing,2003
Doraemon: Yume Dorobou to 7-Jin no Gozans,Sega,7.3,7.2,8.1,5066328.0,340568.42,1993-03-26,Action,1993
Madden NFL 2005,EA Sports,7.3,9.5,8.1,5066328.0,4530000.0,2004-08-09,Sports,2004
Bakuchou Retrieve Master,Konami,7.3,7.2,8.1,5066328.0,340568.42,1998-10-15,Role-Playing,1998
Electroplankton: Hanenbow,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-11-09,Misc,2009
Johnny Platform's Biscuit Romp,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-12-26,Platform,2008
Chou-Hatsumei Boy Kanipan: Bousou Robot no Nazo!?,Sega,7.3,7.2,8.1,5066328.0,340568.42,1999-07-08,Role-Playing,1999
ESPN International Winter Sports 2002,Konami,7.3,7.2,8.1,5066328.0,60000.0,2002-01-28,Sports,2002
Simple 1500 Series Vol. 61: The Quiz 2,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2001-05-02,Misc,2001
Karaoke Revolution Anime Song Selection,Konami,7.3,7.2,8.1,5066328.0,340568.42,2003-12-18,Misc,2003
AirForce Delta Strike,Konami,7.3,7.2,8.1,5066328.0,110000.0,2004-02-03,Simulation,2004
Ultimate Marvel vs. Capcom 3,Capcom,8.8,7.2,8.1,5066328.0,100000.0,2011-11-15,Fighting,2011
Advanced Dungeons & Dragons: Eye of the Beholder,Sega,7.3,7.2,8.1,5066328.0,340568.42,1994-06-29,Role-Playing,1994
Hidden Expedition: Amazon,Activision,7.3,7.2,8.1,5066328.0,340568.42,2009-05-22,Action,2009
Skate,Electronic Arts,7.3,7.2,8.1,5066328.0,710000.0,2007-09-14,Sports,2007
Asphalt: Injection,Ubisoft,5.4,7.2,8.1,5066328.0,260000.0,2012-02-14,Racing,2012
Tycoon Deluxe Edition,Atari,7.3,7.2,8.1,5066328.0,340568.42,2006-09-29,Strategy,2006
Gretzky NHL 06,Sony Computer Entertainment,7.3,5.8,8.1,5066328.0,140000.0,2005-10-04,Sports,2005
Simple 1500 Jitsuyou Series Vol. 7: Rakushiku Manabu Unten Menkyo,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2001-05-02,Misc,2001
MechWarrior 3,Atari,7.3,7.2,8.1,5066328.0,340568.42,1999-05-31,Simulation,1999
Dragon Ball Z Gaiden: Saiyajin Zetsumetsu Keikaku,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1993-08-06,Role-Playing,1993
SpongeBob SquarePants: Operation Krabby Patty,THQ,7.3,7.2,8.1,5066328.0,340568.42,2001-09-24,Action,2001
MTV Sports: Skateboarding Featuring Andy McDonald,THQ,7.3,3.0,8.1,5066328.0,340568.42,2000-11-09,Sports,2000
Bass Strike,THQ,7.3,7.2,8.1,5066328.0,280000.0,2001-09-26,Sports,2001
Face Training,Nintendo,7.3,7.2,8.1,5066328.0,190000.0,2010-09-24,Misc,2010
Phantasy Star Portable 2,Sega,7.3,7.4,8.1,600000.0,340568.42,2010-09-14,Role-Playing,2010
Phantasy Star Online Episode I & II,Sega,7.3,8.2,8.1,5066328.0,450000.0,2002-10-29,Role-Playing,2002
Marvel Super Hero Squad: The Infinity Gauntlet,THQ,7.3,7.2,8.1,5066328.0,270000.0,2010-11-16,Action,2010
Karaoke Revolution J-Pop Best Vol 9,Konami,7.3,7.2,8.1,5066328.0,340568.42,2004-03-18,Misc,2004
Dissidia: Final Fantasy,Square Enix,7.3,8.1,8.1,5066328.0,340568.42,2009-11-04,Fighting,2009
Cinnamoroll: Ohanashi shiyo! - KiraKira DE Kore Cafe,Namco Bandai,7.3,7.2,8.1,5066328.0,340568.42,2006-12-07,Simulation,2006
Dig Dug Deeper,Atari,7.3,7.2,8.1,5066328.0,340568.42,2001-10-31,Puzzle,2001
Run for Money CHO Tousouchuu,Namco Bandai Games,7.3,7.2,8.1,5066328.0,140000.0,2015-07-09,Action,2015
Slide Adventure: Mag Kid,Nintendo,7.3,7.2,8.1,5066328.0,10000.0,2007-08-02,Action,2007
Sonic the Hedgehog: Triple Trouble,Sega,7.3,7.2,8.1,5066328.0,340568.42,1994-11-01,Platform,1994
Tokyo Jungle Mobile,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2013-07-10,Strategy,2013
Gradius II: Gofer no Yabou (NES),Konami,7.3,7.2,8.1,5066328.0,340568.42,2007-04-24,Shooter,2007
Simple 1500 Series Vol. 43: The Hanafuda 2,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2000-10-26,Strategy,2000
Far Cry Instincts,Ubisoft,7.3,7.2,8.1,5066328.0,570000.0,2005-09-27,Shooter,2005
SingStar Motown,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,440000.0,2009-11-10,Misc,2009
Azumanga Donjara Daiou,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2002-04-18,Misc,2002
Hitman,Square Enix,7.3,7.2,8.1,1530000.0,340568.42,2016-03-11,Action,2016
ExciteBots: Trick Racing,Nintendo,8.5,7.7,8.1,5066328.0,280000.0,2009-04-20,Racing,2009
Ballblazer,Atari,7.3,7.2,8.1,5066328.0,340568.42,1988-01-01,Action,1988
Sega Smash Pack,THQ,7.3,7.2,8.1,5066328.0,320000.0,2002-09-23,Misc,2002
Pokémon Gold / Silver Version,Nintendo,7.3,9.2,8.1,23100000.0,340568.42,2000-10-14,Role-Playing,2000
Jump Colon,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-09,Action,2009
Metroid Prime Pinball,Nintendo,7.3,7.6,8.1,5066328.0,260000.0,2005-10-24,Misc,2005
Mario Party 2,Nintendo,7.3,7.2,8.1,2480000.0,340568.42,2000-01-24,Misc,2000
Famicom Mini: TwinBee,Konami,7.3,7.2,8.1,5066328.0,120000.0,2004-05-21,Shooter,2004
Super International Cricket,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1994-01-01,Sports,1994
Street Fighter Alpha,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2000-06-14,Fighting,2000
Power League '93,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1993-10-15,Sports,1993
RollerCoaster Tycoon 3: Gold,Atari,7.3,7.2,8.1,5066328.0,340568.42,2005-10-25,Strategy,2005
Simple 1500 Series Vol. 87: The Kyoutei,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2002-02-28,Sports,2002
Incursion,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-05-25,Strategy,2009
Resuscitation,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-11-05,Misc,2009
Get Rich or Die Gaming,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-10-14,Action,2010
Kurogane no Linebarrels,Hudson Soft,7.3,7.2,8.1,5066328.0,10000.0,2009-10-08,Role-Playing,2009
Barbie as The Island Princess,Activision,7.3,7.2,8.1,5066328.0,450000.0,2007-10-30,Adventure,2007
SD Gundam Gaiden: Knight Gundam Monogatari,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1990-08-11,Role-Playing,1990
Rugrats: Totally Angelica,THQ,7.3,7.2,8.1,5066328.0,120000.0,2001-04-13,Adventure,2001
Momu-chan Diet Wii: Figurobics by Chon Dayon,Hudson Soft,7.3,7.2,8.1,5066328.0,90000.0,2010-12-23,Misc,2010
Castlevania Double Pack,Konami,7.3,9.0,8.1,5066328.0,100000.0,2006-01-11,Platform,2006
Monster Jam: Path of Destruction,Activision,7.3,7.2,8.1,5066328.0,550000.0,2010-11-09,Racing,2010
Poker Ball,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-14,Misc,2008
Crazy Mouse,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-10-15,Puzzle,2008
Need for Speed Underground,Electronic Arts,7.3,8.6,8.1,5066328.0,7200000.0,2003-11-17,Racing,2003
Phantasy Star Nova,Sega,7.3,7.2,8.1,5066328.0,190000.0,2014-11-27,Misc,2014
Metroid Prime 4,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2021-12-31,Action-Adventure,2021
Kirby's Avalanche,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1995-02-01,Puzzle,1995
Kirby Tilt 'n' Tumble,Nintendo,7.3,7.2,8.1,1230000.0,340568.42,2001-04-11,Puzzle,2001
Family Party: 90 Great Games Party Pack,D3 Publisher,7.3,7.2,8.1,5066328.0,330000.0,2010-10-26,Misc,2010
Naruto: Ultimate Ninja 3 (US sales),Namco Bandai,7.3,7.2,8.1,5066328.0,440000.0,2008-03-25,Fighting,2008
Frogger's Adventures: Temple of the Frog,Konami,7.3,6.7,8.1,5066328.0,2390000.0,2001-10-24,Adventure,2001
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Namco Bandai Games,7.3,7.2,8.1,5066328.0,70000.0,2013-08-22,Strategy,2013
Puyo Puyo Chronicle,Sega,7.3,7.2,8.1,5066328.0,30000.0,2016-12-08,Action,2016
Lord of Arcana,Square Enix,6.6,4.7,8.1,5066328.0,340000.0,2011-01-25,Role-Playing,2011
Stacking: The Lost Hobo King,THQ,7.3,7.2,8.1,5066328.0,340568.42,2011-04-06,Puzzle,2011
The Secret World,Electronic Arts,7.3,7.2,8.1,270000.0,340568.42,2012-07-03,Role-Playing,2012
Super Mario Land 2: 6 Golden Coins,Nintendo,7.3,9.0,8.1,11180000.0,340568.42,1992-11-02,Platform,1992
Animal Crossing: New Horizons,Nintendo,8.0,7.2,8.1,40170000.0,340568.42,2020-03-20,Simulation,2020
Bishi Bashi Special,Konami,7.3,7.2,8.1,5066328.0,340568.42,2000-07-07,Misc,2000
PowerUp Forever,Namco Bandai,7.3,7.2,8.1,5066328.0,340568.42,2008-12-10,Shooter,2008
Valkyria Chronicles 4,Sega,7.3,7.2,8.1,5066328.0,340568.42,2018-09-25,Strategy,2018
Jikkyou Powerful Pro Yakyuu 2011,Konami,7.3,7.2,8.1,5066328.0,260000.0,2011-07-14,Sports,2011
Shin Megami Tensei III: Nocturne HD Remaster,Sega,7.3,7.2,8.1,600000.0,340568.42,2021-05-21,Role-Playing,2021
Doctor Lautrec and the Forgotten Knights,Konami,5.8,7.2,8.1,5066328.0,170000.0,2011-12-13,Adventure,2011
Excitebike: World Rally,Nintendo,7.3,6.5,8.1,5066328.0,340568.42,2009-11-09,Racing,2009
Auto Modellista,Capcom,7.3,7.2,8.1,5066328.0,390000.0,2003-03-25,Racing,2003
World Snooker Challenge 2005,Sega,7.3,7.2,8.1,5066328.0,10000.0,2005-09-01,Sports,2005
Slot Machine,Atari,7.3,7.2,8.1,5066328.0,310000.0,1979-01-01,Action,1979
Trouballs,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2001-10-02,Puzzle,2001
Buzz! Master Quiz,Sony Computer Entertainment,7.3,7.0,8.1,5066328.0,900000.0,2008-09-23,Misc,2008
Buzz! The BIG Quiz,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,1490000.0,2006-03-17,Misc,2006
Resident Evil 3 (2020),Capcom,7.3,7.2,8.1,5600000.0,340568.42,2020-04-03,Action-Adventure,2020
The Godfather,Electronic Arts,7.3,7.2,8.1,5066328.0,1090000.0,2006-03-21,Action,2006
Crash-Course Domo,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-10-19,Racing,2009
WarioWare Touched!,Nintendo,7.3,7.8,8.1,2470000.0,340568.42,2005-02-14,Puzzle,2005
Destiny 2,Activision,7.3,7.2,8.1,5066328.0,4139999.9999999995,2017-09-06,Shooter,2017
Voodoo Dice,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2010-05-26,Puzzle,2010
Aitakute... Your Smiles in My Heart,Konami,7.3,7.2,8.1,5066328.0,340568.42,2000-03-16,Simulation,2000
Digimon Rumble Arena,Bandai,7.3,7.2,8.1,5066328.0,20000.0,2002-02-24,Fighting,2002
Chaos Rings III,Square Enix,7.3,7.2,8.1,5066328.0,60000.0,2014-10-16,Role-Playing,2014
Get Backers Dakkanoku: Jagan Fuuin!,Konami,7.3,7.2,8.1,5066328.0,340568.42,2003-09-04,Role-Playing,2003
Disney's Magical Quest 3 Starring Mickey and Donald,Capcom,7.3,6.5,8.1,5066328.0,20000.0,2005-06-14,Action,2005
Petz Rescue: Endangered Paradise,Ubisoft,7.3,7.2,8.1,5066328.0,220000.0,2008-11-18,Adventure,2008
Imakara Hajimeru Facening: Kao Tora-Mini 2 - Suteki na Egao Course,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-09-09,Misc,2009
GHXYK2 Classics Vol. 1,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-07-24,Misc,2011
Ocean Scenes,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-01-20,Misc,2009
Stretchmo,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2015-05-14,Puzzle,2015
Mario Kart DS,Nintendo,7.3,9.1,9.4,23600000.0,340568.42,2005-11-14,Racing,2005
Madden NFL Football,EA Sports,7.3,4.5,8.1,5066328.0,410000.0,2011-03-22,Sports,2011
Flotilla,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-03-25,Simulation,2010
Play Action Football,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1990-12-01,Sports,1990
E.T.: The Extra Terrestrial,Atari,7.3,7.2,8.1,5066328.0,1970000.0,1982-01-01,Action,1982
The F.A. Premier League Stars,EA Sports,7.3,7.2,8.1,5066328.0,340568.42,2000-06-30,Sports,2000
NBA Live 08,Electronic Arts,7.3,7.2,8.1,5066328.0,720000.0,2007-10-01,Sports,2007
Simple 2000 Series Vol. 34: The Renai Horror Adventure - Hyouryuu Shoujo,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2003-07-24,Adventure,2003
Tamagotchi Connection: Corner Shop 2,Namco Bandai,7.3,7.2,8.1,1090000.0,340568.42,2006-11-14,Simulation,2006
1080° Avalanche,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2003-12-01,Sports,2003
Pen 1 Grand Prix: Penguin no Mondai Special,Konami,7.3,7.2,8.1,5066328.0,160000.0,2009-12-17,Fighting,2009
SingStar '80s,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,1300000.0,2007-09-18,Misc,2007
SingStar: Made In Germany,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,80000.0,2009-11-06,Misc,2009
Tamagotchi Party On!,Namco Bandai,7.3,7.2,8.1,5066328.0,190000.0,2007-05-29,Misc,2007
Spud's Adventure,Atlus,7.3,7.2,8.1,5066328.0,340568.42,1991-06-01,Role-Playing,1991
Jim Henson's Bear in the Big Blue House,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2003-04-26,Misc,2003
DiRT Jockey: Heavy Equipment Operator,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2010-02-10,Simulation,2010
Sylvan Tale,Sega,7.3,7.2,8.1,5066328.0,340568.42,1995-01-27,Role-Playing,1995
Grave Breaker,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-13,Shooter,2009
Genma Onimusha,Capcom,7.3,7.2,8.1,5066328.0,240000.0,2002-01-28,Action,2002
Neutopia II,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2007-09-10,Role-Playing,2007
Rayman Raving Rabbids: TV Party,Ubisoft,7.9,7.1,8.1,5066328.0,2029999.9999999998,2008-11-18,Misc,2008
Tom Clancy's Rainbow Six / Rainbow Six: Rogue Spear,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2002-11-22,Shooter,2002
Worldwide Soccer,Sega,7.3,7.2,8.1,5066328.0,60000.0,1995-01-01,Sports,1995
Galax-e-mail,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-17,Shooter,2008
Bass Rise,Bandai,7.3,7.2,8.1,5066328.0,50000.0,1999-09-30,Sports,1999
Sega Ages 2500 Series Vol. 16: Virtua Fighter 2,Sega,7.3,7.2,8.1,5066328.0,340568.42,2004-10-14,Fighting,2004
Sukitomo. Tsukiuta. 12 Memories,Namco Bandai Games,7.3,7.2,8.1,5066328.0,30000.0,2017-06-01,Adventure,2017
Danan: The Jungle Fighter,Sega,7.3,7.2,8.1,5066328.0,340568.42,1991-01-01,Platform,1991
Division Omega,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-07,Shooter,2009
Mario Golf: World Tour,Nintendo,8.0,8.1,8.1,5066328.0,490000.0,2014-05-02,Sports,2014
